"chamber","Date","leaf_area","SLA","leaf_mass"
"C01",2016-01-07,1.76875631428571,83.6,211.573721804511
"C01",2016-01-08,1.82707552857143,83.6,218.549704374573
"C01",2016-01-09,1.88539474285714,83.6,225.525686944634
"C01",2016-01-10,1.94371395714286,83.6,232.501669514696
"C01",2016-01-11,2.00203317142857,83.6,239.477652084757
"C01",2016-01-12,2.06035238571429,83.6,246.453634654819
"C01",2016-01-13,2.1186716,83.6,253.42961722488
"C01",2016-01-14,2.17699081428571,83.6,260.405599794941
"C01",2016-01-15,2.23531002857143,83.6,267.381582365004
"C01",2016-01-16,2.29362924285714,83.6,274.357564935065
"C01",2016-01-17,2.35194845714286,83.6,281.333547505127
"C01",2016-01-18,2.41026767142857,83.6,288.309530075188
"C01",2016-01-19,2.46858688571429,83.6,295.28551264525
"C01",2016-01-20,2.5269061,83.6,302.261495215311
"C01",2016-01-21,2.61198312142857,83.6,312.438172419685
"C01",2016-01-22,2.69706014285714,83.6,322.61484962406
"C01",2016-01-23,2.78213716428571,83.6,332.791526828434
"C01",2016-01-24,2.86721418571429,83.6,342.96820403281
"C01",2016-01-25,2.95229120714286,83.6,353.144881237184
"C01",2016-01-26,3.03736822857143,83.6,363.321558441559
"C01",2016-01-27,3.12244525,83.6,373.498235645933
"C01",2016-01-28,3.20752227142857,83.6,383.674912850307
"C01",2016-01-29,3.29259929285714,83.6,393.851590054682
"C01",2016-01-30,3.37767631428571,83.6,404.028267259056
"C01",2016-01-31,3.46275333571429,83.6,414.204944463432
"C01",2016-02-01,3.54783035714286,83.6,424.381621667806
"C01",2016-02-02,3.63290737857143,83.6,434.558298872181
"C01",2016-02-03,3.7179844,83.6,444.734976076555
"C01",2016-02-04,3.79131452,83.6,453.506521531101
"C01",2016-02-05,3.86464464,83.6,462.278066985646
"C01",2016-02-06,3.93797476,83.6,471.049612440191
"C01",2016-02-07,4.01130488,83.6,479.821157894737
"C01",2016-02-08,4.084635,83.6,488.592703349282
"C01",2016-02-09,4.15796512,83.6,497.364248803828
"C01",2016-02-10,4.23129524,83.6,506.135794258373
"C01",2016-02-11,4.30462536,83.6,514.907339712919
"C01",2016-02-12,4.37795548,83.6,523.678885167464
"C01",2016-02-13,4.4512856,83.6,532.45043062201
"C01",2016-02-14,4.52461572,83.6,541.221976076555
"C01",2016-02-15,4.59794584,83.6,549.993521531101
"C01",2016-02-16,4.67127596,83.6,558.765066985646
"C01",2016-02-17,4.74460608,83.6,567.536612440191
"C01",2016-02-18,4.8179362,83.6,576.308157894737
"C01",2016-02-19,4.87716053076923,83.6,583.39240798675
"C01",2016-02-20,4.93638486153846,83.6,590.476658078763
"C01",2016-02-21,4.99560919230769,83.6,597.560908170776
"C01",2016-02-22,5.05483352307692,83.6,604.64515826279
"C01",2016-02-23,5.11405785384615,83.6,611.729408354803
"C01",2016-02-24,5.17328218461538,83.6,618.813658446816
"C01",2016-02-25,5.23250651538462,83.6,625.89790853883
"C01",2016-02-26,5.29173084615385,83.6,632.982158630843
"C01",2016-02-27,5.35095517692308,83.6,640.066408722857
"C01",2016-02-28,5.41017950769231,83.6,647.15065881487
"C01",2016-02-29,5.46940383846154,83.6,654.234908906883
"C01",2016-03-01,5.52862816923077,83.6,661.319158998896
"C01",2016-03-02,5.5878525,83.6,668.403409090909
"C01",2016-03-03,5.70676602142857,83.6,682.627514524949
"C01",2016-03-04,5.82567954285714,83.6,696.851619958988
"C01",2016-03-05,5.94459306428571,83.6,711.075725393028
"C01",2016-03-06,6.06350658571429,83.6,725.299830827068
"C01",2016-03-07,6.18242010714286,83.6,739.523936261108
"C01",2016-03-08,6.30133362857143,83.6,753.748041695147
"C01",2016-03-09,6.42024715,83.6,767.972147129187
"C01",2016-03-10,6.53916067142857,83.6,782.196252563226
"C01",2016-03-11,6.65807419285714,83.6,796.420357997266
"C01",2016-03-12,6.77698771428571,83.6,810.644463431305
"C01",2016-03-13,6.89590123571429,83.6,824.868568865346
"C01",2016-03-14,7.01481475714286,83.6,839.092674299385
"C01",2016-03-15,7.13372827857143,83.6,853.316779733425
"C01",2016-03-16,7.2526418,83.6,867.540885167464
"C01",2016-03-17,7.35235682857143,83.6,879.468520164047
"C01",2016-03-18,7.45207185714286,83.6,891.396155160629
"C01",2016-03-19,7.55178688571429,83.6,903.323790157212
"C01",2016-03-20,7.65150191428571,83.6,915.251425153793
"C01",2016-03-21,7.75121694285714,83.6,927.179060150376
"C01",2016-03-22,7.85093197142857,83.6,939.106695146958
"C01",2016-03-23,7.950647,83.6,951.034330143541
"C01",2016-03-24,8.05036202857143,83.6,962.961965140123
"C01",2016-03-25,8.15007705714286,83.6,974.889600136706
"C01",2016-03-26,8.24979208571429,83.6,986.817235133288
"C01",2016-03-27,8.34950711428571,83.6,998.74487012987
"C01",2016-03-28,8.44922214285714,83.6,1010.67250512645
"C01",2016-03-29,8.54893717142857,83.6,1022.60014012303
"C01",2016-03-30,8.6486522,83.6,1034.52777511962
"C01",2016-03-31,8.72963857142857,83.6,1044.21514012303
"C01",2016-04-01,8.81062494285714,83.6,1053.90250512645
"C01",2016-04-02,8.89161131428571,83.6,1063.58987012987
"C01",2016-04-03,8.97259768571429,83.6,1073.27723513329
"C01",2016-04-04,9.05358405714286,83.6,1082.96460013671
"C01",2016-04-05,9.13457042857143,83.6,1092.65196514012
"C01",2016-04-06,9.2155568,83.6,1102.33933014354
"C01",2016-04-07,9.29654317142857,83.6,1112.02669514696
"C01",2016-04-08,9.37752954285714,83.6,1121.71406015038
"C01",2016-04-09,9.45851591428572,83.6,1131.40142515379
"C01",2016-04-10,9.53950228571429,83.6,1141.08879015721
"C01",2016-04-11,9.62048865714286,83.6,1150.77615516063
"C01",2016-04-12,9.70147502857143,83.6,1160.46352016405
"C01",2016-04-13,9.7824614,83.6,1170.15088516746
"C01",2016-04-14,9.86005805,83.6,1179.43278110048
"C01",2016-04-15,9.9376547,83.6,1188.71467703349
"C01",2016-04-16,10.01525135,83.6,1197.99657296651
"C01",2016-04-17,10.092848,83.6,1207.27846889952
"C01",2016-04-18,10.17044465,83.6,1216.56036483254
"C01",2016-04-19,10.2480413,83.6,1225.84226076555
"C01",2016-04-20,10.32563795,83.6,1235.12415669856
"C01",2016-04-21,10.4032346,83.6,1244.40605263158
"C01",2016-04-22,10.48083125,83.6,1253.68794856459
"C01",2016-04-23,10.5584279,83.6,1262.96984449761
"C01",2016-04-24,10.63602455,83.6,1272.25174043062
"C01",2016-04-25,10.7136212,83.6,1281.53363636364
"C01",2016-04-26,10.79121785,83.6,1290.81553229665
"C01",2016-04-27,10.8688145,83.6,1300.09742822967
"C01",2016-04-28,10.9216292285714,83.6,1306.41497949419
"C01",2016-04-29,10.9744439571429,83.6,1312.73253075872
"C01",2016-04-30,11.0272586857143,83.6,1319.05008202324
"C01",2016-05-01,11.0800734142857,83.6,1325.36763328776
"C01",2016-05-02,11.1328881428571,83.6,1331.68518455228
"C01",2016-05-03,11.1857028714286,83.6,1338.00273581682
"C01",2016-05-04,11.2385176,83.6,1344.32028708134
"C01",2016-05-05,11.2913323285714,83.6,1350.63783834586
"C01",2016-05-06,11.3441470571429,83.6,1356.95538961039
"C01",2016-05-07,11.3969617857143,83.6,1363.27294087492
"C01",2016-05-08,11.4497765142857,83.6,1369.59049213944
"C01",2016-05-09,11.5025912428571,83.6,1375.90804340396
"C01",2016-05-10,11.5554059714286,83.6,1382.22559466849
"C01",2016-05-11,11.6082207,83.6,1388.54314593301
"C01",2016-05-12,11.6480120714286,83.6,1393.30287935749
"C01",2016-05-13,11.6878034428571,83.6,1398.06261278195
"C01",2016-05-14,11.7275948142857,83.6,1402.82234620642
"C01",2016-05-15,11.7673861857143,83.6,1407.5820796309
"C01",2016-05-16,11.8071775571429,83.6,1412.34181305537
"C01",2016-05-17,11.8469689285714,83.6,1417.10154647983
"C01",2016-05-18,11.8867603,83.6,1421.86127990431
"C01",2016-05-19,11.9265516714286,83.6,1426.62101332878
"C01",2016-05-20,11.9663430428571,83.6,1431.38074675324
"C01",2016-05-21,12.0061344142857,83.6,1436.14048017772
"C01",2016-05-22,12.0459257857143,83.6,1440.90021360219
"C01",2016-05-23,12.0857171571429,83.6,1445.65994702666
"C01",2016-05-24,12.1255085285714,83.6,1450.41968045112
"C01",2016-05-25,12.1652999,83.6,1455.1794138756
"C01",2016-05-26,12.1939793285714,83.6,1458.60996753246
"C01",2016-05-27,12.2226587571429,83.6,1462.04052118934
"C01",2016-05-28,12.2513381857143,83.6,1465.47107484621
"C01",2016-05-29,12.2800176142857,83.6,1468.90162850307
"C01",2016-05-30,12.3086970428571,83.6,1472.33218215994
"C01",2016-05-31,12.3373764714286,83.6,1475.76273581682
"C01",2016-06-01,12.3660559,83.6,1479.19328947368
"C01",2016-06-02,12.3947353285714,83.6,1482.62384313055
"C01",2016-06-03,12.4234147571429,83.6,1486.05439678743
"C01",2016-06-04,12.4520941857143,83.6,1489.48495044429
"C01",2016-06-05,12.4807736142857,83.6,1492.91550410116
"C01",2016-06-06,12.5094530428571,83.6,1496.34605775803
"C01",2016-06-07,12.5381324714286,83.6,1499.7766114149
"C01",2016-06-08,12.5668119,83.6,1503.20716507177
"C01",2016-06-09,12.6004290357143,83.6,1507.22835355434
"C01",2016-06-10,12.6340461714286,83.6,1511.24954203691
"C01",2016-06-11,12.6676633071429,83.6,1515.27073051949
"C01",2016-06-12,12.7012804428571,83.6,1519.29191900205
"C01",2016-06-13,12.7348975785714,83.6,1523.31310748462
"C01",2016-06-14,12.7685147142857,83.6,1527.33429596719
"C01",2016-06-15,12.80213185,83.6,1531.35548444976
"C01",2016-06-16,12.8357489857143,83.6,1535.37667293233
"C01",2016-06-17,12.8693661214286,83.6,1539.3978614149
"C01",2016-06-18,12.9029832571429,83.6,1543.41904989748
"C01",2016-06-19,12.9366003928571,83.6,1547.44023838004
"C01",2016-06-20,12.9702175285714,83.6,1551.46142686261
"C01",2016-06-21,13.0038346642857,83.6,1555.48261534518
"C01",2016-06-22,13.0374518,83.6,1559.50380382775
"C01",2016-06-23,13.0344374461538,83.6,1559.14323518586
"C01",2016-06-24,13.0314230923077,83.6,1558.78266654398
"C01",2016-06-25,13.0284087384615,83.6,1558.42209790209
"C01",2016-06-26,13.0253943846154,83.6,1558.06152926022
"C01",2016-06-27,13.0223800307692,83.6,1557.70096061833
"C01",2016-06-28,13.0193656769231,83.6,1557.34039197645
"C01",2016-06-29,13.0163513230769,83.6,1556.97982333456
"C01",2016-06-30,13.0133369692308,83.6,1556.61925469268
"C01",2016-07-01,13.0103226153846,83.6,1556.25868605079
"C01",2016-07-02,13.0073082615385,83.6,1555.89811740891
"C01",2016-07-03,13.0042939076923,83.6,1555.53754876702
"C01",2016-07-04,13.0012795538462,83.6,1555.17698012514
"C01",2016-07-05,12.9982652,83.6,1554.81641148325
"C01",2016-07-06,13.01288924,83.6,1556.56569856459
"C01",2016-07-07,13.02751328,83.6,1558.31498564593
"C01",2016-07-08,13.04213732,83.6,1560.06427272727
"C01",2016-07-09,13.05676136,83.6,1561.81355980861
"C01",2016-07-10,13.0713854,83.6,1563.56284688995
"C01",2016-07-11,13.08600944,83.6,1565.31213397129
"C01",2016-07-12,13.10063348,83.6,1567.06142105263
"C01",2016-07-13,13.11525752,83.6,1568.81070813397
"C01",2016-07-14,13.12988156,83.6,1570.55999521531
"C01",2016-07-15,13.1445056,83.6,1572.30928229665
"C01",2016-07-16,13.15912964,83.6,1574.05856937799
"C01",2016-07-17,13.17375368,83.6,1575.80785645933
"C01",2016-07-18,13.18837772,83.6,1577.55714354067
"C01",2016-07-19,13.20300176,83.6,1579.30643062201
"C01",2016-07-20,13.2176258,83.6,1581.05571770335
"C01",2016-07-21,13.2415341230769,83.6,1583.91556496135
"C01",2016-07-22,13.2654424461538,83.6,1586.77541221935
"C01",2016-07-23,13.2893507692308,83.6,1589.63525947737
"C01",2016-07-24,13.3132590923077,83.6,1592.49510673537
"C01",2016-07-25,13.3371674153846,83.6,1595.35495399337
"C01",2016-07-26,13.3610757384615,83.6,1598.21480125138
"C01",2016-07-27,13.3849840615385,83.6,1601.07464850939
"C01",2016-07-28,13.4088923846154,83.6,1603.93449576739
"C01",2016-07-29,13.4328007076923,83.6,1606.79434302539
"C01",2016-07-30,13.4567090307692,83.6,1609.6541902834
"C01",2016-07-31,13.4806173538462,83.6,1612.51403754141
"C01",2016-08-01,13.5045256769231,83.6,1615.37388479941
"C01",2016-08-02,13.528434,83.6,1618.23373205742
"C01",2016-08-03,13.5563282266667,83.6,1621.57036204147
"C01",2016-08-04,13.5842224533333,83.6,1624.90699202551
"C01",2016-08-05,13.61211668,83.6,1628.24362200957
"C01",2016-08-06,13.6400109066667,83.6,1631.58025199362
"C01",2016-08-07,13.6679051333333,83.6,1634.91688197767
"C01",2016-08-08,13.69579936,83.6,1638.25351196172
"C01",2016-08-09,13.7236935866667,83.6,1641.59014194578
"C01",2016-08-10,13.7515878133333,83.6,1644.92677192982
"C01",2016-08-11,13.77948204,83.6,1648.26340191388
"C01",2016-08-12,13.8073762666667,83.6,1651.60003189793
"C01",2016-08-13,13.8352704933333,83.6,1654.93666188197
"C01",2016-08-14,13.86316472,83.6,1658.27329186603
"C01",2016-08-15,13.8910589466667,83.6,1661.60992185008
"C01",2016-08-16,13.9189531733333,83.6,1664.94655183413
"C01",2016-08-17,13.9468474,83.6,1668.28318181818
"C01",2016-08-18,13.9658775928571,83.6,1670.55952067669
"C01",2016-08-19,13.9849077857143,83.6,1672.8358595352
"C01",2016-08-20,14.0039379785714,83.6,1675.11219839371
"C01",2016-08-21,14.0229681714286,83.6,1677.38853725222
"C01",2016-08-22,14.0419983642857,83.6,1679.66487611073
"C01",2016-08-23,14.0610285571429,83.6,1681.94121496925
"C01",2016-08-24,14.08005875,83.6,1684.21755382775
"C01",2016-08-25,14.0990889428571,83.6,1686.49389268626
"C01",2016-08-26,14.1181191357143,83.6,1688.77023154477
"C01",2016-08-27,14.1371493285714,83.6,1691.04657040328
"C01",2016-08-28,14.1561795214286,83.6,1693.32290926179
"C01",2016-08-29,14.1752097142857,83.6,1695.5992481203
"C01",2016-08-30,14.1942399071429,83.6,1697.87558697882
"C01",2016-08-31,14.2132701,83.6,1700.15192583732
"C01",2016-09-01,14.2858579714286,83.6,1708.83468557758
"C01",2016-09-02,14.3584458428571,83.6,1717.51744531783
"C01",2016-09-03,14.4310337142857,83.6,1726.2002050581
"C01",2016-09-04,14.5036215857143,83.6,1734.88296479836
"C01",2016-09-05,14.5762094571429,83.6,1743.56572453862
"C01",2016-09-06,14.6487973285714,83.6,1752.24848427888
"C01",2016-09-07,14.7213852,83.6,1760.93124401914
"C01",2016-09-08,14.7939730714286,83.6,1769.6140037594
"C01",2016-09-09,14.8665609428571,83.6,1778.29676349965
"C01",2016-09-10,14.9391488142857,83.6,1786.97952323992
"C01",2016-09-11,15.0117366857143,83.6,1795.66228298018
"C01",2016-09-12,15.0843245571429,83.6,1804.34504272044
"C01",2016-09-13,15.1569124285714,83.6,1813.02780246069
"C01",2016-09-14,15.2295003,83.6,1821.71056220096
"C01",2016-09-15,15.2814842,83.6,1827.92873205742
"C01",2016-09-16,15.3334681,83.6,1834.14690191388
"C01",2016-09-17,15.385452,83.6,1840.36507177034
"C01",2016-09-18,15.4374359,83.6,1846.58324162679
"C01",2016-09-19,15.4894198,83.6,1852.80141148325
"C01",2016-09-20,15.5414037,83.6,1859.01958133971
"C01",2016-09-21,15.5933876,83.6,1865.23775119617
"C01",2016-09-22,15.6453715,83.6,1871.45592105263
"C01",2016-09-23,15.6973554,83.6,1877.67409090909
"C01",2016-09-24,15.7493393,83.6,1883.89226076555
"C01",2016-09-25,15.8013232,83.6,1890.11043062201
"C01",2016-09-26,15.8533071,83.6,1896.32860047847
"C01",2016-09-27,15.905291,83.6,1902.54677033493
"C01",2016-09-28,15.9572749,83.6,1908.76494019139
"C01",2016-09-29,16.0247915571429,83.6,1916.84109535202
"C01",2016-09-30,16.0923082142857,83.6,1924.91725051264
"C01",2016-10-01,16.1598248714286,83.6,1932.99340567328
"C01",2016-10-02,16.2273415285714,83.6,1941.0695608339
"C01",2016-10-03,16.2948581857143,83.6,1949.14571599453
"C01",2016-10-04,16.3623748428571,83.6,1957.22187115516
"C01",2016-10-05,16.4298915,83.6,1965.29802631579
"C01",2016-10-06,16.4974081571429,83.6,1973.37418147642
"C01",2016-10-07,16.5649248142857,83.6,1981.45033663705
"C01",2016-10-08,16.6324414714286,83.6,1989.52649179768
"C01",2016-10-09,16.6999581285714,83.6,1997.6026469583
"C01",2016-10-10,16.7674747857143,83.6,2005.67880211894
"C01",2016-10-11,16.8349914428571,83.6,2013.75495727956
"C01",2016-10-12,16.9025081,83.6,2021.83111244019
"C01",2016-10-13,16.9855445214286,83.6,2031.76369873548
"C01",2016-10-14,17.0685809428571,83.6,2041.69628503075
"C01",2016-10-15,17.1516173642857,83.6,2051.62887132604
"C01",2016-10-16,17.2346537857143,83.6,2061.56145762133
"C01",2016-10-17,17.3176902071429,83.6,2071.49404391661
"C01",2016-10-18,17.4007266285714,83.6,2081.42663021189
"C01",2016-10-19,17.48376305,83.6,2091.35921650718
"C01",2016-10-20,17.5667994714286,83.6,2101.29180280246
"C01",2016-10-21,17.6498358928571,83.6,2111.22438909774
"C01",2016-10-22,17.7328723142857,83.6,2121.15697539303
"C01",2016-10-23,17.8159087357143,83.6,2131.08956168831
"C01",2016-10-24,17.8989451571429,83.6,2141.0221479836
"C01",2016-10-25,17.9819815785714,83.6,2150.95473427888
"C01",2016-10-26,18.065018,83.6,2160.88732057416
"C01",2016-10-27,18.1621514,83.6,2172.50614832536
"C01",2016-10-28,18.2592848,83.6,2184.12497607656
"C01",2016-10-29,18.3564182,83.6,2195.74380382775
"C01",2016-10-30,18.4535516,83.6,2207.36263157895
"C01",2016-10-31,18.550685,83.6,2218.98145933014
"C01",2016-11-01,18.6478184,83.6,2230.60028708134
"C01",2016-11-02,18.7449518,83.6,2242.21911483254
"C01",2016-11-03,18.8420852,83.6,2253.83794258373
"C01",2016-11-04,18.9392186,83.6,2265.45677033493
"C01",2016-11-05,19.036352,83.6,2277.07559808612
"C01",2016-11-06,19.1334854,83.6,2288.69442583732
"C01",2016-11-07,19.2306188,83.6,2300.31325358852
"C01",2016-11-08,19.3277522,83.6,2311.93208133971
"C01",2016-11-09,19.4248856,83.6,2323.55090909091
"C01",2016-11-10,19.5275211357143,83.6,2335.82788704716
"C01",2016-11-11,19.6301566714286,83.6,2348.10486500342
"C01",2016-11-12,19.7327922071429,83.6,2360.38184295968
"C01",2016-11-13,19.8354277428571,83.6,2372.65882091592
"C01",2016-11-14,19.9380632785714,83.6,2384.93579887218
"C01",2016-11-15,20.0406988142857,83.6,2397.21277682843
"C01",2016-11-16,20.14333435,83.6,2409.48975478469
"C01",2016-11-17,20.2459698857143,83.6,2421.76673274094
"C01",2016-11-18,20.3486054214286,83.6,2434.0437106972
"C01",2016-11-19,20.4512409571429,83.6,2446.32068865346
"C01",2016-11-20,20.5538764928571,83.6,2458.5976666097
"C01",2016-11-21,20.6565120285714,83.6,2470.87464456596
"C01",2016-11-22,20.7591475642857,83.6,2483.15162252221
"C01",2016-11-23,20.8617831,83.6,2495.42860047847
"C02",2015-10-28,0.2032629,95.2133333333333,21.3481550203053
"C02",2015-10-29,0.205222007142857,95.2133333333333,21.5539147678396
"C02",2015-10-30,0.207181114285714,95.2133333333333,21.759674515374
"C02",2015-10-31,0.209140221428571,95.2133333333333,21.9654342629083
"C02",2015-11-01,0.211099328571429,95.2133333333333,22.1711940104428
"C02",2015-11-02,0.213058435714286,95.2133333333333,22.3769537579771
"C02",2015-11-03,0.215017542857143,95.2133333333333,22.5827135055114
"C02",2015-11-04,0.21697665,95.2133333333333,22.7884732530458
"C02",2015-11-05,0.218935757142857,95.2133333333333,22.9942330005801
"C02",2015-11-06,0.220894864285714,95.2133333333333,23.1999927481145
"C02",2015-11-07,0.222853971428571,95.2133333333333,23.4057524956488
"C02",2015-11-08,0.224813078571429,95.2133333333333,23.6115122431833
"C02",2015-11-09,0.226772185714286,95.2133333333333,23.8172719907176
"C02",2015-11-10,0.228731292857143,95.2133333333333,24.023031738252
"C02",2015-11-11,0.2306904,95.2133333333333,24.2287914857863
"C02",2015-11-12,0.237168,95.2133333333333,24.9091163702563
"C02",2015-11-13,0.2436456,95.2133333333333,25.5894412547262
"C02",2015-11-14,0.2501232,95.2133333333333,26.2697661391962
"C02",2015-11-15,0.2566008,95.2133333333333,26.9500910236662
"C02",2015-11-16,0.2630784,95.2133333333333,27.6304159081361
"C02",2015-11-17,0.269556,95.2133333333333,28.3107407926061
"C02",2015-11-18,0.2760336,95.2133333333333,28.991065677076
"C02",2015-11-19,0.2825112,95.2133333333333,29.671390561546
"C02",2015-11-20,0.2889888,95.2133333333333,30.351715446016
"C02",2015-11-21,0.2954664,95.2133333333333,31.0320403304859
"C02",2015-11-22,0.301944,95.2133333333333,31.7123652149559
"C02",2015-11-23,0.3084216,95.2133333333333,32.3926900994259
"C02",2015-11-24,0.3148992,95.2133333333333,33.0730149838958
"C02",2015-11-25,0.3213768,95.2133333333333,33.7533398683658
"C02",2015-11-26,0.332860328571429,95.2133333333333,34.9594239502271
"C02",2015-11-27,0.344343857142857,95.2133333333333,36.1655080320883
"C02",2015-11-28,0.355827385714286,95.2133333333333,37.3715921139497
"C02",2015-11-29,0.367310914285714,95.2133333333333,38.5776761958109
"C02",2015-11-30,0.378794442857143,95.2133333333333,39.7837602776722
"C02",2015-12-01,0.390277971428571,95.2133333333333,40.9898443595334
"C02",2015-12-02,0.4017615,95.2133333333333,42.1959284413948
"C02",2015-12-03,0.413245028571429,95.2133333333333,43.4020125232561
"C02",2015-12-04,0.424728557142857,95.2133333333333,44.6080966051173
"C02",2015-12-05,0.436212085714286,95.2133333333333,45.8141806869786
"C02",2015-12-06,0.447695614285714,95.2133333333333,47.0202647688399
"C02",2015-12-07,0.459179142857143,95.2133333333333,48.2263488507012
"C02",2015-12-08,0.470662671428571,95.2133333333333,49.4324329325624
"C02",2015-12-09,0.4821462,95.2133333333333,50.6385170144237
"C02",2015-12-10,0.490219157142857,95.2133333333333,51.4863979634705
"C02",2015-12-11,0.498292114285714,95.2133333333333,52.3342789125172
"C02",2015-12-12,0.506365071428571,95.2133333333333,53.182159861564
"C02",2015-12-13,0.514438028571429,95.2133333333333,54.0300408106108
"C02",2015-12-14,0.522510985714286,95.2133333333333,54.8779217596575
"C02",2015-12-15,0.530583942857143,95.2133333333333,55.7258027087043
"C02",2015-12-16,0.5386569,95.2133333333333,56.573683657751
"C02",2015-12-17,0.537298157142857,95.2133333333333,56.4309785544241
"C02",2015-12-18,0.535939414285714,95.2133333333333,56.2882734510972
"C02",2015-12-19,0.534580671428571,95.2133333333333,56.1455683477704
"C02",2015-12-20,0.533221928571429,95.2133333333333,56.0028632444436
"C02",2015-12-21,0.531863185714286,95.2133333333333,55.8601581411167
"C02",2015-12-22,0.530504442857143,95.2133333333333,55.7174530377898
"C02",2015-12-23,0.5291457,95.2133333333333,55.574747934463
"C02",2015-12-24,0.554320735714286,95.2133333333333,58.2188141416769
"C02",2015-12-25,0.579495771428571,95.2133333333333,60.8628803488907
"C02",2015-12-26,0.604670807142857,95.2133333333333,63.5069465561046
"C02",2015-12-27,0.629845842857143,95.2133333333333,66.1510127633185
"C02",2015-12-28,0.655020878571429,95.2133333333333,68.7950789705324
"C02",2015-12-29,0.680195914285714,95.2133333333333,71.4391451777462
